日期,标题,分数,地区,标签
2020/3/19,集体免疫、病毒源头，钟南山新提重磅观点.txt,93.20218364,0,3
2020/3/19,用病毒污名化中国，包藏什么祸心？.txt,138.9076475,100,3
2020/3/19,集体免疫、病毒源头，钟南山新提重磅观点.txt,93.20218364,0,3
2020/3/19,数读习近平的战“疫”部署.txt,538.1235409,100,3
2020/3/20,31省区市连续两日无新增本土确诊病例，但这个数字须警惕.txt,18.04848746,100,3
2020/3/20,“总统该迫使中国减免一大部分美国债务”，美国疫情下最癫狂提议出现…….txt,161.8114656,0,3
2020/3/20,数读习近平的战“疫”部署.txt,538.1235409,100,3
2020/3/20,外交部：中方从未收到来自美国政府的抗疫资金和援助.txt,111.6942657,0,3
2020/3/20,特朗普疫情讲话稿曝光，这个细节让人愤怒！.txt,173.2307333,0,3
2020/3/20,数读习近平的战“疫”部署.txt,538.1235409,100,3
2020/3/21,外交部：中方从未收到来自美国政府的抗疫资金和援助.txt,111.6942657,0,3
2020/3/21,湖北连续3日零新增！国家卫健委：20日新增新冠肺炎确诊病例41例 均为境外输入病例.txt,49.34503609,100,3
2020/3/21,特朗普疫情简报会上打瞌睡 美网友瞬间炸锅.txt,9.097584669,0,3
2020/3/21,数字告诉你：习近平如何亲自推动国际战“疫”合作.txt,13.92412459,0,3
2020/3/21,特朗普疫情讲话稿曝光，这个细节让人愤怒！.txt,173.2307333,0,3
2020/3/21,外交部：中方从未收到来自美国政府的抗疫资金和援助.txt,111.6942657,0,3
2020/3/21,习近平就新冠肺炎疫情向法国总统致慰问电.txt,112.169074,0,3
2020/3/21,习近平就新冠肺炎疫情向德国总理致慰问电.txt,84.46218412,100,3
2020/3/21,特朗普疫情讲话稿曝光，这个细节让人愤怒！.txt,173.2307333,0,3
2020/3/21,意大利知名专家：中国疫情暴发前，病毒或已在意大利传播了.txt,22.08587346,0,3
2020/3/22,习近平就新冠肺炎疫情向法国总统致慰问电.txt,112.169074,0,3
2020/3/22,习近平就新冠肺炎疫情向德国总理致慰问电.txt,84.46218412,100,3
2020/3/22,意大利知名专家：中国疫情暴发前，病毒或已在意大利传播了.txt,22.08587346,0,3
2020/3/22,特朗普承认：疫情伤着我了….txt,115.9883735,0,3
2020/3/22,习近平就新冠肺炎疫情向法国总统致慰问电.txt,112.169074,0,3
2020/3/22,习近平就新冠肺炎疫情向德国总理致慰问电.txt,84.46218412,100,3
2020/3/22,意大利知名专家：中国疫情暴发前，病毒或已在意大利传播了.txt,22.08587346,0,3
2020/3/22,警报：开始出现被境外输入传染的病例了！.txt,92.72223308,100,3
2020/3/23,特朗普承认：疫情伤着我了….txt,115.9883735,0,3
2020/3/23,警报：开始出现被境外输入传染的病例了！.txt,92.72223308,100,3
2020/3/23,特朗普承认：疫情伤着我了….txt,115.9883735,0,3
2020/3/23,美方称中国隐瞒疫情 外交部：造谣污蔑、贼喊捉贼的拙劣把戏.txt,116.3589444,0,3
2020/3/23,驻美大使崔天凯回应“病毒来自美国军方实验室”说法.txt,913.2419519,0,3
2020/3/23,习近平致敬的战“疫”英雄：幸得有你 民安泰来.txt,148.8034272,100,3
2020/3/23,警报：开始出现被境外输入传染的病例了！.txt,92.72223308,100,3
2020/3/24,美方称中国隐瞒疫情 外交部：造谣污蔑、贼喊捉贼的拙劣把戏.txt,116.3589444,0,3
2020/3/24,驻美大使崔天凯回应“病毒来自美国军方实验室”说法.txt,913.2419519,0,3
2020/3/24,习近平致敬的战“疫”英雄：幸得有你 民安泰来.txt,148.8034272,100,3
2020/3/24,美方称中国隐瞒疫情 外交部：造谣污蔑、贼喊捉贼的拙劣把戏.txt,116.3589444,0,3
2020/3/24,驻美大使崔天凯回应“病毒来自美国军方实验室”说法.txt,913.2419519,0,3
2020/3/24,习近平致敬的战“疫”英雄：幸得有你 民安泰来.txt,148.8034272,100,3
2020/3/24,疫情无情 民生暖心！感受习近平的为民初心.txt,59.54712878,100,3
2020/3/25,美国新冠肺炎确诊病例达53268例 单日新增确诊数破万.txt,46.54797268,0,3
2020/3/25,美国副总统彭斯：与以往相比，中国此次处理疫情要透明得多.txt,18.80716755,0,3
2020/3/25,疫情无情 民生暖心！感受习近平的为民初心.txt,59.54712878,100,3
2020/3/25,特朗普改口，亲手划掉了“中国病毒”.txt,148.2184406,0,3
2020/3/25,湖北：27日离鄂省际公路要全部开通.txt,47.24406251,100,3
2020/3/25,疫情无情 民生暖心！感受习近平的为民初心.txt,59.54712878,100,3
2020/3/25,英媒：查尔斯王子新冠病毒检测呈阳性 正在自我隔离.txt,78.49532235,100,2
2020/3/26,特朗普改口，亲手划掉了“中国病毒”.txt,148.2184406,0,3
2020/3/26,时政短视频：命运与共 全球战“疫”.txt,110.1352669,100,3
2020/3/26,湖北：27日离鄂省际公路要全部开通.txt,47.24406251,100,3
2020/3/26,英媒：查尔斯王子新冠病毒检测呈阳性 正在自我隔离.txt,78.49532235,100,2
2020/3/26,美国驻华大使馆连发2条“武汉病毒”，网友怒了.txt,83.16372931,0,2
2020/3/26,特朗普改口，亲手划掉了“中国病毒”.txt,148.2184406,0,3
2020/3/26,援外抗疫帮谁不帮谁怎么确定？官方给出原则.txt,63.29196882,100,1
2020/3/26,习近平在二十国集团领导人应对新冠肺炎特别峰会上发表重要讲话.txt,14.00462131,100,3
2020/3/26,湖北：27日离鄂省际公路要全部开通.txt,47.24406251,100,3
2020/3/26,英媒：查尔斯王子新冠病毒检测呈阳性 正在自我隔离.txt,78.49532235,100,2
2020/3/27,美国驻华大使馆连发2条“武汉病毒”，网友怒了.txt,83.16372931,0,2
2020/3/27,援外抗疫帮谁不帮谁怎么确定？官方给出原则.txt,63.29196882,100,1
2020/3/27,全球最多！美国确诊病例82404例 超过中国.txt,9.889047252,0,3
2020/3/27,习近平在二十国集团领导人应对新冠肺炎特别峰会上发表重要讲话.txt,14.00462131,100,3
2020/3/27,习近平出席二十国集团领导人应对新冠肺炎特别峰会并发表重要讲话.txt,451.8016084,100,3
2020/3/27,美国驻华大使馆连发2条“武汉病毒”，网友怒了.txt,83.16372931,0,2
2020/3/27,援外抗疫帮谁不帮谁怎么确定？官方给出原则.txt,63.29196882,100,1
2020/3/27,英国首相鲍里斯-约翰逊新冠病毒检测呈阳性.txt,13.77838625,0,3
2020/3/27,钟南山回应国内是否会二次暴发疫情.txt,12.53028482,100,3
2020/3/27,习近平在二十国集团领导人应对新冠肺炎特别峰会上发表重要讲话.txt,14.00462131,100,3
2020/3/28,至暗时刻！英国首相和卫生大臣相继确诊，英媒担忧感染更多官员.txt,124.1836532,0,3
2020/3/28,英国首相鲍里斯-约翰逊新冠病毒检测呈阳性.txt,13.77838625,0,3
2020/3/28,钟南山回应国内是否会二次暴发疫情.txt,12.53028482,100,3
2020/3/28,英国首相鲍里斯-约翰逊新冠病毒检测呈阳性.txt,13.77838625,0,3
2020/3/28,病例破万感染率超意大利西班牙 这个欧洲小国怎么了?.txt,114.1004172,0,3
2020/3/28,钟南山回应国内是否会二次暴发疫情.txt,12.53028482,100,3
2020/3/28,高福终于把美国防疫中的这个“大错误”给指出来了！.txt,77.56998055,0,3
2020/3/29,香港电台用台湾问题碰瓷 世卫官员直接挂断电话.txt,29.48108901,0,3
2020/3/29,病例破万感染率超意大利西班牙 这个欧洲小国怎么了?.txt,114.1004172,0,3
2020/3/29,高福终于把美国防疫中的这个“大错误”给指出来了！.txt,77.56998055,0,3
2020/3/29,菲律宾卫生部称中国援菲核酸检测试剂盒符合世卫标准：表示歉意并再次感谢.txt,89.20459152,0,3
2020/3/29,河南漯河新增一本土病例！是如何感染的？.txt,73.78847164,100,3
2020/3/29,病例破万感染率超意大利西班牙 这个欧洲小国怎么了?.txt,114.1004172,0,3
2020/3/29,台湾“汉堡王”用“武汉肺炎”，大陆“汉堡王”：替他们说声对不起！.txt,41.7416833,100,3
2020/3/29,高福终于把美国防疫中的这个“大错误”给指出来了！.txt,77.56998055,0,3
2020/3/30,菲律宾卫生部称中国援菲核酸检测试剂盒符合世卫标准：表示歉意并再次感谢.txt,89.20459152,0,3
2020/3/30,河南漯河新增一本土病例！是如何感染的？.txt,73.78847164,100,3
2020/3/30,战“疫”以来第四次考察，习近平首先关注这件大事.txt,391.3507157,100,3
2020/3/30,台湾“汉堡王”用“武汉肺炎”，大陆“汉堡王”：替他们说声对不起！.txt,41.7416833,100,3
2020/3/30,美国确诊病例暴涨背后：检测能力突飞猛进，最快5分钟出结果.txt,410.6950149,0,3
2020/3/30,菲律宾卫生部称中国援菲核酸检测试剂盒符合世卫标准：表示歉意并再次感谢.txt,89.20459152,0,3
2020/3/30,河南漯河新增一本土病例！是如何感染的？.txt,73.78847164,100,3
2020/3/30,台湾“汉堡王”用“武汉肺炎”，大陆“汉堡王”：替他们说声对不起！.txt,41.7416833,100,3
2020/3/31,白宫发布会现场，特朗普展示新冠病毒检测仪.txt,59.93991853,0,3
2020/4/1,罗斯福号航母舰长写信求援：疫情恐比“钻石公主”邮轮更糟，请放水手下船.txt,259.2760437,0,3
2020/4/1,白宫发布会现场，特朗普展示新冠病毒检测仪.txt,59.93991853,0,3
2020/4/1,钟南山判断国内不会有第二波疫情暴发.txt,16.75911049,100,3
2020/4/1,白宫发布会现场，特朗普展示新冠病毒检测仪.txt,59.93991853,0,3
2020/4/1,“罗斯福”号舰长写“求助信”后，关岛总督：新冠病毒检测阴性水兵将被允许下船.txt,137.2037166,0,3
2020/4/2,钟南山判断国内不会有第二波疫情暴发.txt,16.75911049,100,3
2020/4/2,“罗斯福”号舰长写“求助信”后，关岛总督：新冠病毒检测阴性水兵将被允许下船.txt,137.2037166,0,3
2020/4/2,湖北14名防疫一线牺牲人员被评为首批烈士.txt,280.8063079,100,3
2020/4/2,钟南山判断国内不会有第二波疫情暴发.txt,16.75911049,100,3
2020/4/2,国家卫健委：无症状感染者需集中医学观察14天 两次核检阴性才解除隔离.txt,63.14452642,100,1
2020/4/2,“罗斯福”号舰长写“求助信”后，关岛总督：新冠病毒检测阴性水兵将被允许下船.txt,137.2037166,0,3
2020/4/3,首位新冠疫苗试验女生结束观察，CT结果出了！.txt,103.9314435,100,3
2020/4/3,注意！外交部发布最新疫情高风险国家名单.txt,105.0833445,0,3
2020/4/3,湖北14名防疫一线牺牲人员被评为首批烈士.txt,280.8063079,100,3
2020/4/3,国家卫健委：无症状感染者需集中医学观察14天 两次核检阴性才解除隔离.txt,63.14452642,100,1
2020/4/3,湖北14名防疫一线牺牲人员被评为首批烈士.txt,280.8063079,100,3
2020/4/3,国家卫健委：无症状感染者需集中医学观察14天 两次核检阴性才解除隔离.txt,63.14452642,100,1
2020/4/4,全国悼念抗击疫情牺牲烈士和逝世同胞 习近平等出席哀悼活动.txt,131.0052567,100,3
2020/4/4,5架外国军机同天赴上海浦东机场自提防疫物资.txt,124.9209645,0,3
2020/4/5,全国悼念抗击疫情牺牲烈士和逝世同胞 习近平等出席哀悼活动.txt,131.0052567,100,3
2020/4/5,截至4月4日24时新型冠状病毒肺炎疫情最新情况.txt,55.37350009,100,3
2020/4/5,5架外国军机同天赴上海浦东机场自提防疫物资.txt,124.9209645,0,3
2020/4/5,全国悼念抗击疫情牺牲烈士和逝世同胞 习近平等出席哀悼活动.txt,131.0052567,100,3
2020/4/5,昨日5例本土病例全来自广东，还出现一个重要变化.txt,56.9891796,100,3
2020/4/5,5架外国军机同天赴上海浦东机场自提防疫物资.txt,124.9209645,0,3
2020/4/5,习近平的战“疫”日历.txt,6.159782821,100,2
2020/4/5,专家：下一阶段若疫情在这个邻国暴发，中国压力很大.txt,133.231667,0,3
2020/4/6,美媒：“罗斯福”号舰长新冠病毒检测呈阳性.txt,12.73218593,0,3
2020/4/6,昨日5例本土病例全来自广东，还出现一个重要变化.txt,56.9891796,100,3
2020/4/6,习近平的战“疫”日历.txt,6.159782821,100,2
2020/4/6,英国首相隔离10天仍发热 住院接受新冠病毒测试.txt,13.94498089,0,3
2020/4/6,截至4月5日24时新型冠状病毒肺炎疫情最新情况.txt,64.97864973,100,3
2020/4/6,专家：下一阶段若疫情在这个邻国暴发，中国压力很大.txt,133.231667,0,3
2020/4/6,昨日5例本土病例全来自广东，还出现一个重要变化.txt,56.9891796,100,3
2020/4/6,确诊人数近34万！这位抗疫总指挥却忙着拍马屁、甩黑锅，迷之操作实在太多.txt,261.0717693,100,3
2020/4/6,习近平的战“疫”日历.txt,6.159782821,100,2
2020/4/6,专家：下一阶段若疫情在这个邻国暴发，中国压力很大.txt,133.231667,0,3
2020/4/7,特稿：全球抗疫的时代之问.txt,555.7667857,100,3
2020/4/7,张文宏：这两个地方出现新冠疫情流行将是人类灾难.txt,22.52148159,0,3
2020/4/7,确诊人数近34万！这位抗疫总指挥却忙着拍马屁、甩黑锅，迷之操作实在太多.txt,261.0717693,100,3
2020/4/7,习近平的武汉“情”.txt,598.6743573,100,3
2020/4/7,确诊人数近34万！这位抗疫总指挥却忙着拍马屁、甩黑锅，迷之操作实在太多.txt,261.0717693,100,3
2020/4/8,习近平的武汉“情”.txt,598.6743573,100,3
2020/4/8,微视频|七分钟泪目混剪，武汉如约而至.txt,35.83145534,100,3
2020/4/8,泪目！武汉灯光秀打出所有支援省区市名字.txt,17.83553751,100,3
2020/4/8,习近平的武汉“情”.txt,598.6743573,100,3
2020/4/8,中国武汉今日“解封”，外媒这么说.txt,218.4867583,0,3
2020/4/9,伊朗卫生官员质疑中国疫情数据，驻华大使紧急表态！.txt,215.2884772,0,3
2020/4/9,承认了！英国首席医学官：抗疫策略失误.txt,45.33975709,0,3
2020/4/9,中国武汉今日“解封”，外媒这么说.txt,218.4867583,0,3
2020/4/9,习近平回信勉励武汉东湖新城社区全体社区工作者.txt,167.5272928,100,3
2020/4/9,外交部回应疫情防控中有非洲人受歧视：对歧视性言行零容忍.txt,107.5404793,0,3
2020/4/10,比尔-盖茨基金会制造了疫情以“清除人类”？盖茨：我已捐几十亿应对传染病.txt,141.1670987,0,3
2020/4/10,美国情报部门去年11月就对“中国疫情”发出警告.txt,112.5382025,0,3
2020/4/10,习近平同阿根廷总统就抗击疫情互致信函.txt,106.3016314,0,3
2020/4/11,这篇论文，能说明“病毒并非来自中国，而是美国吗”.txt,116.7891495,0,3
2020/4/12,美国终于答应帮意大利抗疫，又趁机抹黑中俄.txt,165.1107632,0,3
2020/4/12,习近平战“疫”兵法——知己知彼 百战不殆.txt,352.782311,100,3
2020/4/12,习近平战“疫”书信传递多重深意.txt,82.4419634,100,3
2020/4/13,习近平战“疫”兵法——兵马未动 粮草先行.txt,384.1080791,100,3
2020/4/13,俄罗斯输入性病例暴增 将中国拖入疫情“加时赛”.txt,183.6242072,0,3
2020/4/13,世卫和美媒同时反击，特朗普爆粗口.txt,90.11770752,0,3
2020/4/14,警惕！绝不能让它撕开中国战疫的大防线.txt,426.6391267,100,3
2020/4/14,世卫和美媒同时反击，特朗普爆粗口.txt,90.11770752,0,3
2020/4/15,特朗普宣布暂停资助世卫组织.txt,32.11504298,0,3
2020/4/15,俄外长拉夫罗夫：因新冠病毒对中国索赔是不可接受的.txt,39.88767147,0,3
2020/4/15,外籍新冠肺炎确诊和疑似患者未参加基本医保，医疗机构先救治后收费.txt,2.45931168,0,3
2020/4/16,官方特殊辟谣，哈尔滨19例本土病例之谜解开.txt,154.2344345,100,3
2020/4/16,团结合作是国际社会战胜疫情最有力武器.txt,3109.280246,0,3
2020/4/16,李克强主持召开中央应对新冠肺炎疫情工作领导小组会议.txt,172.857766,100,3
2020/4/16,军队支援湖北医疗队圆满完成任务回撤.txt,150.9273031,100,3
2020/4/16,特朗普记者会放1月抗疫时间线自夸行动果断，崔娃节目“出手”：来看看2月.txt,45.01038597,0,3
2020/4/16,黑龙江新增无症状感染者11例 6例为护士.txt,883.9920353,100,3
2020/4/17,关于武汉市新冠肺炎确诊病例数确诊病例死亡数订正情况的通报.txt,42.16414566,100,3
2020/4/17,武汉市新冠肺炎确诊病例数确诊病例死亡数订正情况答记者问.txt,57.12026607,100,3
2020/4/18,哈尔滨感染链条又延长了!曾光:不认为现在需要封城!.txt,89.44996406,100,3
2020/4/18,环球时报：中国修订死亡病例数后 特朗普疯了.txt,72.28810188,0,3
2020/4/20,美方有人要求中国为疫情赔偿，耿爽连举三个例子驳斥.txt,38.7267442,0,3
2020/4/20,哈尔滨疫情又传一省！.txt,185.773288,100,3
2020/4/20,助力战疫 习近平为当前网信工作指明方向.txt,306.8891013,100,3
2020/4/22,特朗普要玩火，“抗疫队长”发出严厉警告.txt,117.5253134,0,3
2020/4/22,美国密苏里州竟因疫情起诉中国 外交部回应.txt,53.2606687,0,3
2020/4/22,美国密苏里州借新冠疫情起诉中国，学者：根本不成立.txt,284.7521077,0,3
2020/4/24,CNN记者重访武汉 美国网友炸锅.txt,86.18632525,0,3
2020/4/24,蓬佩奥扬言不再资助世卫组织，耿爽：典型霸权心态.txt,160.5042504,0,3
2020/4/24,CNN记者重访武汉 美国网友炸锅.txt,86.18632525,0,3
2020/4/25,美国确诊病例超89万，特朗普签署4840亿美元新救助法案.txt,61.35460059,0,3
2020/4/25,美国确诊病例超89万，特朗普签署4840亿美元新救助法案.txt,61.35460059,0,3
2020/4/26,防疫物资出口 中国官方发布最新公告！.txt,229.9617821,100,3
2020/4/26,环球时报社评：世卫应参与调查美国疫情早期情况.txt,75.37712161,0,3
2020/4/26,中纪委：哈尔滨市副市长陈远飞等人防疫不力受到处分.txt,366.1494141,100,3
2020/4/27,中国疾控中心专家回应“新冠病毒人造论”，只有一句话.txt,21.70203188,100,3
2020/4/28,美国累计确诊逾100万例新冠肺炎病例.txt,22.83467851,0,3
2020/4/29,美国新冠肺炎死亡人数已经超过越战.txt,30.11126814,0,3
2020/5/1,关于黑龙江省新冠肺炎聚集性疫情有关情况的通报.txt,195.9420252,100,3
2020/5/1,战疫中五一五四 重温习近平论述别有深意.txt,423.2205046,100,3
2020/5/2,大批美媒质疑 美国疫情真实数据已破天花板.txt,139.6140604,0,3
2020/5/2,在黄鹤楼 湖北省长微笑配合游客合影.txt,158.3913425,100,3
2020/5/3,保持警惕！卫健委提示疫情扩散反弹风险仍存在.txt,19.30106707,100,1
2020/5/3,张文宏给驻美大使回信：疫情过后 我们一起把酒言欢.txt,232.6607209,100,3
2020/5/4,北大团队重磅研究成果：甘草苷可抑制新冠病毒复制.txt,221.0071448,100,3
2020/5/4,又一例持湖北绿码确诊 社区:20名密切接触者全部隔离.txt,191.2504064,100,3
2020/5/6,彭斯：白宫正讨论解散新冠疫情特别工作组.txt,15.84589651,100,3
2020/5/6,黑龙江绥芬河防疫风险等级下调为低风险.txt,23.59120424,100,3
2020/5/6,CNN：新的基因分析显示 新冠病毒去年底已开始在全球传播.txt,51.76323181,0,3
2020/5/6,特朗普改口了：没确认病毒来自武汉实验室.txt,73.59239202,0,3
2020/5/7,世卫组织：正与相关方讨论再次派代表团前往中国.txt,39.14671802,0,3
2020/5/7,蓬佩奥改口：美并不确定新冠病毒暴发源自武汉实验室.txt,15.78227634,100,3
2020/5/7,截至5月6日24时新型冠状病毒肺炎疫情最新情况.txt,44.08584206,100,3
2020/5/7,大发疫情财！美媒爆料特朗普女婿以权谋私搞腐败.txt,205.2001654,0,3
2020/5/7,世卫拟派团赴华调查病毒起源？外交部回应.txt,84.09361681,0,3
2020/5/7,疫情还有很大不确定性 习近平作出这些分析部署.txt,6.717975425,100,3
2020/5/9,习近平：时刻绷紧疫情防控这根弦.txt,449.3748306,100,3
2020/5/10,警惕！吉林舒兰新增11病例，源头成谜、火车停运.txt,162.8663527,100,1
2020/5/11,抗疫期间，中科院武汉病毒所做了什么？.txt,636.2573168,100,3
2020/5/11,16人确诊！此前未有本土病例的舒兰，感染源头还是谜.txt,296.3446643,100,3
2020/5/11,警惕！美国找到攻击中国新借口，涉及疫苗！.txt,189.7903722,0,3
2020/5/12,这盆脏水提醒：小心美国黑客偷咱的疫苗!.txt,395.8601786,0,3
2020/5/12,纽约"零号病人"首次发声：以为是感冒 结果感染28人还进ICU.txt,31.8598705,0,3
2020/5/12,武汉为何提出全员检测？专家回应.txt,148.4551419,100,3
2020/5/13,美媒：新冠病毒一月已在佛罗里达州发生社区传播.txt,31.38957343,0,3
2020/5/13,吉林舒兰“神秘”感染链已1传20+，全市开展大排查.txt,163.0311042,100,1
2020/5/13,“要是正副总统都感染就轮到佩洛西上位”，特朗普很慌：那我们要小心了.txt,110.8741204,0,3
2020/5/14,美国新冠肺炎确诊病例已超138万 死亡病例超8.3万.txt,4.985031023,0,3
2020/5/14,消息人士：中方准备惩戒美国就疫情滥诉中国的实体和个人！.txt,149.0285328,0,3
2020/5/14,特朗普：新冠病毒疫情的暴发表明全球化时代已经结束.txt,13.41502445,0,3
2020/5/17,美国这州大改新冠肺炎死亡统计标准 数字骤降25%.txt,44.31260927,0,3
2020/5/17,钟南山：中国尚未建立起新冠免疫 警惕第二波疫情.txt,155.3256402,100,3
2020/5/18,美国这州大改新冠肺炎死亡统计标准 数字骤降25%.txt,44.31260927,0,3
2020/5/18,特朗普助手公然说“中国派数十万人满世界播种病毒”.txt,104.8846543,0,3
2020/5/18,习近平在世卫大会视频会议开幕式上致辞.txt,533.714166,0,3
2020/5/19,特朗普带货：我就吃这药防新冠 无效也吃.txt,51.93750028,0,3
2020/5/19,武汉全市集中核酸检测开展5天:新增58名无症状感染者.txt,245.66265,100,3
2020/5/19,中方对澳大麦征收反倾销税是否与澳此前所提疫情“独立国际审议”有关？外交部回应.txt,85.7854326,0,3
2020/5/19,骂世卫是“中国傀儡”，他还写信威胁谭德塞！.txt,133.0799116,0,3
2020/5/20,振奋全美国的疫苗“好消息”又是忽悠？！学者怒批不诚信.txt,131.7078128,0,3
2020/5/23,5月22日湖北新增无症状感染者25例，转确诊0例.txt,45.1443904,100,3
2020/5/23,截至5月22日24时新型冠状病毒肺炎疫情最新情况.txt,44.23074298,100,3
2020/5/24,湖北卫健委：新增无症状感染者30例.txt,56.31878659,100,3
2020/5/24,31省区市新增3例确诊病例 新增2例境外输入病例.txt,46.40551907,100,3
2020/5/24,习近平参加湖北代表团审议.txt,475.8903056,100,3
2020/5/27,美国新冠肺炎死亡病例超10万例.txt,41.47289711,0,3
2020/5/27,死亡病例马上超10万，特朗普发推：如果不是我做得好，会有150到200万人死亡！.txt,12.67719911,0,3
2020/5/29,习近平同秘鲁总统就抗击疫情合作互致信函.txt,88.46753167,0,3
2020/5/30,美国新增23155例新冠肺炎确诊病例 累计确诊1735971例.txt,-0.457137001,0,3
2020/6/1,美宣布将要退出世卫组织后 台湾尴尬了.txt,134.4420798,0,3
2020/6/1,骚乱第6天，终于有人想起疫情了！.txt,59.19985453,100,3
2020/6/5,北京解除湖北(含武汉)进京限制 社区不再要求体温检测.txt,174.2727661,100,3
2020/6/7,截至6月6日24时新型冠状病毒肺炎疫情最新情况.txt,44.54037196,100,3
2020/6/7,习近平：大疫当前 团结合作才是正道.txt,59.53616764,100,3
2020/6/7,澳研究报告揭秘“新冠病毒中国造”来源！.txt,116.945508,0,3
2020/6/8,31省区市新增4例新冠肺炎 四川新增3例境外输入.txt,51.12945195,100,3
2020/6/8,美议员称“有证据显示中国破坏美疫苗研发”中方回应.txt,76.6347552,100,3
2020/6/9,纳瓦罗又放厥词 外交部：建议他抽空读一读中国抗疫白皮书.txt,60.00219952,0,3
2020/6/10,纳瓦罗又放厥词 外交部：建议他抽空读一读中国抗疫白皮书.txt,60.00219952,0,3
2020/6/11,惊人发现：美国拒绝调查新冠病毒起源.txt,46.97698583,0,3
2020/6/11,惊人发现：美国拒绝调查新冠病毒起源.txt,46.97698583,0,3
2020/6/12,第二波疫情即将来袭，美股崩盘！美国财长放狠话.txt,502.3048471,0,3
2020/6/12,环球时报证实：国企员工出国可接种新冠病毒疫苗.txt,205.1831102,100,3
2020/6/12,第二波疫情即将来袭，美股崩盘！美国财长放狠话.txt,502.3048471,0,3
2020/6/13,31省区市新增11例新冠肺炎，北京新增6例本土病例.txt,38.33840941,100,3
2020/6/13,北京再公布昨日4例确诊病例，新发地45人咽拭子阳性.txt,72.05097114,100,3
2020/6/14,北京13日新增报告36例新冠肺炎确诊病例.txt,44.33184511,100,3
2020/6/14,北京新增8例确诊病例，其中7例详情公布.txt,31.50945757,100,3
2020/6/15,疫情防控中失职失责 北京丰台副区长周宇清等被免职.txt,62.28439195,100,2
2020/6/15,北京14日新增36例新冠肺炎确诊病例 新增无症状感染者6例.txt,38.19628846,100,1
2020/6/16,“零号病人”是谁？关于北京疫情的10个问答.txt,139.4557361,100,3
2020/6/17,中非团结抗疫特别峰会开始举行 习近平在北京主持.txt,55.09867741,0,3
2020/6/18,北京此次疫情首例确诊患者“西城大爷”，立了一功！.txt,45.18480885,100,1
2020/6/18,习近平主持中非抗疫峰会并发表主旨讲话.txt,698.3792826,0,3
2020/6/18,中国疾控中心流行病学首席专家吴尊友：北京疫情已经控制住了.txt,13.19720627,100,3
2020/6/19,三进新发地，中国疾控中心病毒病所发现了什么？.txt,117.0711163,100,3
2020/6/19,北大国际医院一护士感染 全院封闭.txt,51.03855984,0,3
2020/6/19,习近平论述全球抗疫的6个维度.txt,588.7783615,100,3
2020/6/22,北京疫情还会持续多久？疾控专家给出一个预测.txt,16.57892392,100,3
2020/6/23,北京新一波疫情为什么没出现死亡病例？答案来了.txt,8.774193477,100,3
2020/6/24,北京301医院现疫情？海淀新增百余封闭小区？官方辟谣.txt,37.26624153,100,3
2020/6/24,难得：北京疫情，澳大利亚媒体能说出这种话.txt,131.2731684,0,3
2020/6/27,蚊蝇增多是否会传播新冠病毒？官方回应来了.txt,30.09586353,100,3
2020/6/28,美国新增45300例新冠肺炎确诊病例 再创历史新高.txt,17.10594659,0,3
2020/7/6,外交部回应所谓世卫承认“真相”：美国政客歪曲事实编造谎言.txt,57.16058008,0,3
2020/7/7,世卫组织称本周派专家组来华开展新冠病毒溯源调查 中方回应.txt,93.98354362,0,3
2020/7/8,美国正式退出世卫组织.txt,68.48049454,0,3
2020/7/8,同舟共济 习近平战“疫”信札传深情.txt,70.37183106,100,1
2020/7/8,世卫组织称本周派专家组来华开展新冠病毒溯源调查 中方回应.txt,93.98354362,0,3
2020/7/10,张文宏称中国疫情已经结束：药物疫苗是为未来而造.txt,12.16998486,100,3
2020/7/11,北京疾控通报一起聚集性疫情：确诊13例.txt,115.9180654,100,3
2020/7/12,北京疾控通报一起聚集性疫情：确诊13例.txt,115.9180654,100,3
2020/7/12,香港大学前雇员跑美国称中国“隐瞒”疫情 港大回应.txt,121.8827409,0,3
2020/7/14,长江武汉段成“悬河”，江面高过江堤外路面.txt,15.8703162,100,3
2020/7/15,美国多少人支持特朗普叫“中国病毒”？民调结果有了.txt,56.91543425,0,3
2020/7/15,美国多少人支持特朗普叫“中国病毒”？民调结果有了.txt,56.91543425,0,3
2020/7/22,美方公布与武汉病毒所相关外交电报 外交部回应.txt,73.55044222,0,3
2020/7/23,美方公布与武汉病毒所相关外交电报 外交部回应.txt,73.55044222,0,3
2020/7/28,大连疫情已传5地9城市 北京出现关联病例.txt,98.09599979,100,3
2020/7/29,外交部：我们愿在疫苗方面优先考虑菲方需求.txt,115.130791,0,3
2020/8/4,新疆疾控中心：基因测序显示此次疫情来源于同一传染源.txt,53.85541211,100,3
2020/8/12,特朗普称疫情大流行后与中国领导人关系出现裂痕，外交部回应.txt,30.12681241,0,3
2020/8/15,从武汉撤离的“明星宝宝” 在美国确诊了.txt,133.1661957,0,3
2020/8/17,香港警队回应“英国禁止培训港警”：鉴于疫情已主动暂缓派员培训.txt,204.3092121,0,3
2020/8/19,武汉开party，西方有人酸了，有人醒了.txt,168.2308227,100,3
2020/8/23,我国已于7月22日正式启动新冠疫苗紧急使用.txt,224.5384467,100,3
